School ID,Metro Code,Apple Mac Code,PC Code,Poverty Level Code,Avg Household Income ,Title 1 Code,Software budget per head,Training Budget Per head,Lunch Program Eligible Students,Affluence Indicator
728157,R,K,D,C,I,A,E,C,73,3
728172,R,F,E,B,N,A,E,C,68,5
728205,T,K,G,C,H,C,E,C,242,4
728211,T,K,G,C,H,C,E,C,88,4
728223,U,F,H,C,E,B,G,E,667,2
728262,U,NULL,NULL,NULL,D,NULL,NULL,NULL,0,1
728283,U,F,H,C,D,B,G,E,351,2
728289,U,F,H,C,K,B,G,E,378,5
728307,U,F,H,C,K,B,G,E,463,5
728355,U,F,H,C,E,B,G,E,338,2
728400,U,F,H,C,E,B,G,E,566,2
728409,U,F,H,C,E,B,G,E,589,2
728445,U,F,H,C,E,B,G,E,352,2
728448,U,F,H,C,E,B,G,E,404,2
728469,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
728478,U,F,H,C,H,B,G,E,558,4
728496,U,F,H,C,H,B,G,E,275,4
728505,U,F,H,C,H,B,G,E,309,4
728523,U,F,H,C,H,B,G,E,550,4
728550,U,F,H,C,H,B,G,E,383,4
728559,U,F,H,C,H,B,G,E,413,4
728565,U,C,E,B,L,A,G,D,101,2
728574,U,F,H,C,L,B,G,E,214,4
728580,U,C,E,B,L,A,G,D,64,2
728595,U,F,H,C,L,B,G,E,394,4
728622,U,C,E,B,L,A,G,D,118,2
728640,U,F,H,C,H,B,G,E,283,4
728664,U,C,H,B,K,B,G,E,403,4
728724,U,C,H,B,K,B,G,E,383,4
728736,U,NULL,NULL,NULL,K,NULL,NULL,NULL,0,2
728760,U,C,H,B,K,B,G,E,441,4
728790,U,C,H,B,K,B,G,E,179,4
728796,U,C,H,B,P,B,G,E,285,5
728826,U,C,H,B,N,B,G,E,227,5
728853,U,C,H,B,N,B,G,E,429,5
728868,U,C,H,B,N,B,G,E,508,5
728892,U,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
728922,U,C,H,B,P,B,G,E,216,5
728931,U,C,H,B,P,B,G,E,459,5
728988,U,C,H,B,P,B,G,E,321,5
728997,U,C,H,B,P,B,G,E,343,5
729021,U,C,H,B,P,B,G,E,197,5
729033,U,C,H,B,P,B,G,E,215,5
729045,T,K,D,C,H,B,D,B,89,4
729297,R,C,E,B,L,B,E,C,0,5
729375,T,A,H,C,I,B,E,C,357,3
729438,R,K,E,B,O,A,Z,Z,60,5
729501,R,K,E,B,N,A,E,C,97,5
729555,T,K,F,C,L,B,E,C,205,5
729603,R,A,E,C,M,C,E,C,67,5
729654,T,A,F,C,I,B,E,C,281,4
729666,T,A,F,C,I,B,E,C,311,4
729705,T,A,F,C,I,B,E,C,176,4
729750,U,G,I,C,K,B,G,E,486,4
729774,U,G,I,C,K,B,G,E,205,3
729810,U,G,I,C,K,B,G,E,513,3
729828,U,G,I,C,N,B,G,E,292,5
729888,U,G,I,C,K,B,G,E,541,3
729942,U,G,I,C,K,B,G,E,330,3
729969,U,G,I,C,K,B,G,E,223,3
729978,U,G,I,C,N,B,G,E,239,5
729981,U,G,I,C,N,B,G,E,280,5
729990,R,G,I,C,P,B,G,E,316,5
730011,U,G,I,C,K,B,G,E,380,3
730014,U,G,I,C,L,B,G,E,490,5
730035,U,G,I,C,K,B,G,E,524,4
730059,U,G,I,C,K,B,G,E,530,3
730086,U,G,I,C,K,B,G,E,455,4
730110,U,NULL,NULL,NULL,K,NULL,NULL,NULL,0,2
730152,U,G,I,C,N,B,G,E,404,5
730164,U,G,I,C,K,B,G,E,498,4
730197,T,D,G,D,I,C,E,C,414,5
730209,T,D,G,D,I,C,E,C,251,5
730233,T,D,G,D,I,C,E,C,364,5
730296,R,K,F,C,I,A,E,C,273,3
730341,R,A,E,C,L,A,E,C,91,4
730359,S,D,E,D,B,C,E,C,206,3
730386,T,C,F,C,H,B,E,C,270,2
730407,T,C,F,C,H,B,E,C,149,2
730431,R,K,C,C,B,NULL,E,C,10,1
730482,U,D,H,C,C,C,H,E,387,3
730491,S,F,H,D,J,C,G,D,819,5
730746,S,E,H,D,A,D,H,E,710,4
730803,R,C,F,D,Z,C,G,D,381,2
730815,R,C,F,D,Z,C,G,D,391,2
730854,R,K,G,D,G,C,E,C,146,4
730878,U,I,I,D,A,C,G,E,422,2
730947,U,I,I,D,A,C,G,E,669,2
730980,U,I,I,D,B,C,G,E,564,2
730986,U,I,I,D,B,C,G,E,258,2
730998,U,I,I,D,B,C,G,E,409,2
731028,U,I,I,D,B,C,G,E,376,2
731043,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
731055,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
731070,U,I,I,D,B,C,G,E,448,2
731082,U,I,I,D,B,C,G,E,430,2
731088,U,I,I,D,A,C,G,E,463,2
731091,U,I,I,D,B,C,G,E,472,2
731106,U,I,I,D,D,C,G,E,361,2
731118,U,I,I,D,D,C,G,E,421,2
731139,U,I,I,D,D,C,G,E,548,2
731157,U,I,I,D,D,C,G,E,646,2
731193,U,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
731202,U,I,I,D,A,C,G,E,493,2
731217,U,I,I,D,A,C,G,E,543,2
731250,U,I,I,D,A,C,G,E,470,2
731277,U,I,I,D,A,C,G,E,288,2
731301,U,I,I,D,A,C,G,E,528,2
731316,U,I,I,D,A,C,G,E,350,2
731337,S,I,I,D,G,C,G,E,333,3
731346,U,I,I,D,B,C,G,E,381,2
731397,U,I,I,D,B,C,G,E,395,2
731418,U,I,I,D,B,C,G,E,445,2
731448,U,I,I,D,B,C,G,E,678,2
731457,U,I,I,D,B,C,G,E,347,2
731478,U,I,I,D,B,C,G,E,485,2
731526,U,I,I,D,B,C,G,E,596,2
731550,U,I,I,D,B,C,G,E,480,2
731556,U,I,I,D,B,C,G,E,610,2
731607,U,I,I,D,L,C,G,E,516,5
731646,U,I,I,D,L,C,G,E,346,5
731661,U,I,I,D,L,C,G,E,449,5
731694,U,I,I,D,L,C,G,E,211,5
731718,U,I,I,D,B,C,G,E,584,2
731739,U,I,I,D,B,C,G,E,283,2
731748,U,I,I,D,B,C,G,E,432,2
731757,U,I,I,D,B,C,G,E,395,2
731796,U,I,I,D,B,C,G,E,534,2
731817,U,I,I,D,B,C,G,E,446,2
731850,U,I,I,D,B,C,G,E,281,2
731895,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
731904,U,I,I,D,H,C,G,E,469,4
731943,U,I,I,D,H,C,G,E,452,4
731958,U,I,I,D,H,C,G,E,311,4
731976,U,I,I,D,H,C,G,E,287,4
731997,U,I,I,D,H,C,G,E,508,4
732018,U,I,I,D,H,C,G,E,480,4
732030,U,I,I,D,H,C,G,E,757,4
732051,U,I,I,D,H,C,G,E,936,4
732057,U,I,I,D,H,C,G,E,605,4
732069,U,I,I,D,A,C,G,E,26,2
732081,U,I,I,D,H,C,G,E,498,4
732108,U,I,I,D,H,C,G,E,521,4
732135,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
732162,U,I,I,D,H,C,G,E,649,4
732189,U,I,I,D,H,C,G,E,527,4
732216,U,I,I,D,H,C,G,E,278,4
732231,U,I,I,D,H,C,G,E,154,4
732288,S,H,H,C,C,B,G,D,567,2
732312,S,H,H,C,C,B,G,D,560,2
732330,S,H,H,C,C,B,G,D,551,2
732348,S,H,H,C,C,B,G,D,648,2
732366,S,H,H,C,C,B,G,D,525,2
732405,U,I,I,D,B,C,G,E,543,2
732492,U,I,I,D,L,C,G,E,482,5
732501,U,I,I,D,M,C,G,E,330,5
732519,U,I,I,D,G,C,G,E,499,4
732552,U,I,I,D,K,C,G,E,687,5
732573,U,I,I,D,K,C,G,E,617,5
732588,U,H,H,C,K,B,G,D,482,5
732618,U,H,H,C,K,B,G,D,659,5
732636,U,H,H,C,K,B,G,D,610,5
732648,U,I,I,D,K,C,G,E,336,5
732663,U,H,H,C,K,B,G,D,573,5
732672,U,I,I,D,K,C,G,E,462,5
732681,U,H,H,C,K,B,G,D,631,5
732717,U,F,H,D,L,C,G,D,704,5
732729,U,F,H,D,L,C,G,D,639,5
732963,S,I,J,B,N,A,D,A,194,4
733038,S,I,J,B,P,A,D,A,158,4
733209,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
733437,U,I,H,B,N,A,D,A,230,4
733467,U,H,H,C,N,C,D,A,236,5
733497,U,I,H,B,N,A,D,A,291,4
733614,S,I,H,B,P,A,D,A,260,4
733638,S,I,H,B,P,A,D,A,121,4
733650,S,I,H,B,P,A,D,A,122,4
733923,S,A,H,C,L,C,E,C,354,3
734106,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
734124,S,NULL,NULL,NULL,G,NULL,NULL,NULL,0,2
734136,S,H,H,B,N,A,D,A,384,3
734148,S,NULL,NULL,NULL,N,NULL,NULL,NULL,0,4
734256,S,I,J,B,J,A,D,A,136,2
734472,R,K,D,A,P,A,E,A,22,5
734508,R,F,F,B,P,A,F,D,121,5
734532,S,I,H,B,L,A,D,A,23,3
734736,S,I,H,B,P,A,D,A,92,5
734787,S,I,H,B,P,A,D,A,49,5
734790,S,I,H,B,P,A,D,A,35,5
734814,R,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
734829,R,A,E,B,O,A,Z,Z,61,4
735102,S,I,J,B,O,A,D,A,56,4
735162,S,I,J,B,O,A,D,A,85,4
735198,S,I,H,A,Q,A,D,A,131,5
735207,T,I,H,A,Q,A,D,A,33,5
735225,S,I,H,A,Q,A,D,A,36,4
735258,S,I,H,A,Q,A,D,A,51,4
735294,S,I,H,A,Q,A,D,A,38,4
735396,S,F,G,A,Q,A,Z,Z,101,5
735600,U,I,I,C,C,C,D,A,355,2
735624,U,I,I,C,C,C,D,A,364,2
735633,U,I,I,C,C,C,D,A,519,2
735639,U,I,I,C,C,C,D,A,371,2
735651,U,I,I,C,C,C,D,A,273,2
735666,U,I,I,C,C,C,D,A,479,2
735702,U,NULL,NULL,NULL,C,NULL,NULL,NULL,0,1
735720,U,I,I,C,C,C,D,A,447,2
735774,U,I,I,C,L,C,D,A,416,5
735783,U,I,I,C,L,C,D,A,296,5
735804,U,I,I,C,L,C,D,A,215,5
735834,R,C,C,A,O,A,F,C,77,4
735861,U,NULL,NULL,NULL,L,NULL,NULL,NULL,0,4
735879,U,I,I,C,L,C,D,A,10,5
735882,S,I,I,C,N,C,D,A,165,5
735921,S,I,I,C,N,C,D,A,25,5
735948,U,I,I,C,L,C,D,A,257,5
735954,U,I,I,C,N,C,D,A,302,5
735978,U,I,I,C,N,C,D,A,417,5
736008,U,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
736050,U,NULL,NULL,NULL,O,NULL,NULL,NULL,0,4
736059,U,I,I,C,O,C,D,A,106,5
736080,U,I,I,C,O,C,D,A,385,5
736098,U,I,I,C,O,C,D,A,392,5
736200,U,I,I,C,L,C,D,A,255,5
736209,U,I,I,C,L,C,D,A,117,5
736290,U,I,I,C,M,C,D,A,223,5
736326,U,I,I,C,M,C,D,A,329,5
736371,U,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
736440,S,NULL,NULL,NULL,E,NULL,NULL,NULL,0,1
736464,U,I,I,C,G,C,D,A,410,3
736551,U,I,I,C,G,C,D,A,436,4
736578,U,I,I,C,G,C,D,A,1459,4
736587,U,I,I,C,G,C,D,A,503,4
736626,U,I,I,C,G,C,D,A,714,4
736647,U,I,I,C,G,C,D,A,653,4
736653,U,I,I,C,G,C,D,A,595,4
736656,U,I,I,C,G,C,D,A,464,4
736662,U,I,I,C,G,C,D,A,784,4
736665,U,I,I,C,N,C,D,A,321,5
736692,U,I,I,C,N,C,D,A,317,5
736722,U,NULL,NULL,NULL,N,NULL,NULL,NULL,0,4
736764,U,I,I,C,N,C,D,A,457,5
736812,U,I,I,C,N,C,D,A,163,5
736881,S,I,I,C,J,C,D,A,279,5
736896,S,A,F,C,J,A,D,C,385,5
736980,U,I,I,C,F,C,D,A,500,4
736995,U,I,I,C,J,C,D,A,498,5
737010,U,I,I,C,J,C,D,A,256,5
737040,U,NULL,NULL,NULL,G,NULL,NULL,NULL,0,2
737055,U,I,I,C,G,C,D,A,575,4
737076,U,I,I,C,G,C,D,A,276,4
737094,U,I,I,C,J,C,D,A,1013,5
737226,U,I,J,B,M,A,D,A,474,2
737373,S,NULL,NULL,NULL,J,NULL,NULL,NULL,0,3
737481,U,I,I,C,H,C,D,A,504,4
737493,U,I,I,C,H,C,D,A,481,4
737622,S,H,H,B,M,A,D,A,193,2
737703,U,I,I,C,J,C,D,A,535,4
737730,U,I,I,C,N,C,D,A,456,5
737775,U,I,I,C,K,C,D,A,549,5
737802,U,I,I,C,O,C,D,A,526,5
737805,U,I,I,C,O,C,D,A,1019,5
738024,U,H,H,B,I,A,D,A,28,1
738027,U,H,H,B,P,A,D,A,86,3
738213,R,D,F,B,N,A,F,D,168,4
738222,R,D,F,B,N,A,F,D,87,4
738246,T,E,F,B,N,A,E,D,34,2
738306,T,E,F,B,M,A,E,D,103,2
738348,R,D,E,B,P,A,E,C,22,3
738369,R,C,D,C,M,B,F,D,118,3
738420,R,E,F,B,M,A,E,D,51,2
738483,R,D,E,B,M,A,E,C,108,2
738702,R,C,D,C,Z,A,F,D,70,1
738837,S,H,G,B,K,A,D,A,362,2
738960,S,H,H,B,O,A,D,A,76,4
739032,U,H,H,B,E,A,B,A,123,1
739041,U,NULL,NULL,NULL,E,NULL,NULL,NULL,0,1
739050,U,H,H,B,E,A,B,A,290,1
739122,U,H,H,B,E,A,B,A,104,1
739125,U,H,H,B,E,A,B,A,293,1
739149,U,H,H,B,M,A,B,A,270,5
739197,U,H,H,B,M,A,B,A,179,5
739215,U,H,H,B,N,A,B,A,163,5
739239,U,H,H,B,N,A,B,A,40,5
739269,U,H,H,B,N,A,B,A,204,5
739287,U,H,H,B,N,A,B,A,139,5
739305,U,H,H,B,N,A,B,A,69,5
739341,U,H,H,B,M,A,B,A,321,4
739350,U,H,H,B,M,A,B,A,147,4
739368,U,H,H,B,M,A,B,A,107,4
739386,U,H,H,B,M,A,B,A,92,4
739440,T,D,E,B,O,A,E,D,135,4
739464,S,H,H,B,L,A,B,A,100,4
739500,S,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
739575,S,H,H,B,L,A,D,A,158,2
739578,S,H,H,B,L,A,D,A,214,2
739584,S,H,H,B,L,A,D,A,68,2
739596,S,H,H,B,L,A,D,A,139,2
739614,S,H,H,B,M,A,D,A,212,2
739665,S,H,H,B,M,A,D,A,77,2
739713,R,H,G,B,O,A,D,A,84,4
739716,T,D,E,B,O,A,E,D,265,4
739734,R,H,H,B,I,A,B,A,11,3
739755,T,H,H,B,O,A,B,A,164,5
739800,S,D,H,B,M,A,A,Z,363,2
739938,T,D,F,B,O,A,E,C,128,4
739977,S,H,H,C,I,B,D,A,448,1
740034,R,D,F,B,Z,A,E,C,67,3
740058,R,D,G,C,Z,B,E,C,101,2
740070,U,NULL,NULL,NULL,N,NULL,NULL,NULL,0,3
740202,U,H,H,C,N,B,D,A,464,3
740445,T,D,G,C,J,B,E,D,326,1
740484,T,D,G,C,J,B,E,D,190,1
740508,R,A,D,C,I,B,F,D,123,4
740532,T,E,D,C,I,A,Z,Z,191,1
740604,R,K,D,B,L,A,E,C,11,5
740622,R,B,E,C,F,B,E,C,157,3
740637,R,K,E,D,J,B,H,H,65,3
740652,R,K,F,C,K,B,E,D,82,5
740664,R,B,D,C,F,B,Z,Z,0,3
740679,R,K,D,B,J,A,E,C,41,3
740757,T,K,F,C,G,B,E,D,273,3
740760,T,K,F,C,G,B,E,D,237,3
740784,T,K,F,C,G,B,E,D,250,3
740814,T,K,F,C,G,B,E,D,269,3
741006,R,F,D,B,M,A,E,C,47,4
741039,R,C,C,B,J,B,E,C,142,4
741111,S,D,H,C,M,B,E,C,342,4
741138,S,D,H,C,M,B,E,C,187,4
741180,R,K,D,C,J,A,E,C,9,3
741249,S,F,D,B,J,A,E,C,108,4
741375,T,C,G,B,Z,A,F,E,160,5
741615,U,G,C,B,G,A,E,D,132,1
741627,U,G,C,B,M,A,E,D,99,3
741660,U,E,H,C,M,C,D,A,253,3
741663,U,G,C,B,M,A,E,D,60,3
741732,U,G,C,B,M,A,E,D,29,3
741744,U,G,C,B,M,A,E,D,13,3
741753,U,G,C,B,M,A,E,D,47,3
741795,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
741816,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
741969,U,NULL,NULL,NULL,G,NULL,NULL,NULL,0,1
741981,U,F,I,B,E,B,D,A,416,2
741990,U,E,H,C,E,C,D,A,340,1
742101,S,G,G,B,M,A,E,D,195,2
742203,NULL,F,I,B,L,B,D,A,364,5
742296,U,E,H,C,G,C,D,A,259,2
742305,U,E,H,C,G,C,D,A,237,2
742329,U,E,H,C,G,C,D,A,365,2
742398,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
742422,U,H,H,A,M,A,D,A,199,5
742440,U,F,I,B,M,B,D,A,268,5
742494,U,H,H,A,P,A,D,A,76,5
742503,U,F,I,B,P,B,D,A,99,5
742524,U,H,H,A,P,A,D,A,78,5
742560,U,H,H,A,Q,A,D,A,37,5
742605,U,H,H,A,Q,A,D,A,135,5
742620,U,H,H,A,Q,A,D,A,77,5
742764,U,H,H,C,B,C,D,A,412,2
742779,U,H,H,C,B,C,D,A,368,2
742785,U,H,H,C,B,C,D,A,430,2
742794,U,H,H,C,B,C,D,A,226,2
742812,U,H,H,C,B,C,D,A,286,2
742827,U,H,H,C,B,C,D,A,358,2
742836,U,H,H,C,B,C,D,A,520,2
742875,U,H,H,C,B,C,D,A,134,2
742893,U,H,H,C,B,C,D,A,308,2
742902,U,H,H,C,B,C,D,A,240,2
742947,U,H,H,C,B,C,D,A,411,2
742959,U,H,H,C,B,C,D,A,422,2
742962,U,H,H,C,B,C,D,A,270,2
742965,U,H,H,C,B,C,D,A,358,2
742992,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
743013,U,H,H,C,B,C,D,A,324,2
743019,U,H,H,C,B,C,D,A,245,2
743028,U,H,H,C,J,C,D,A,325,5
743043,U,H,H,C,J,C,D,A,322,5
743052,U,H,H,C,J,C,D,A,398,5
743079,U,H,H,C,J,C,D,A,229,5
743094,U,H,H,C,J,C,D,A,431,5
743136,S,E,G,B,K,A,F,D,237,1
743163,S,E,G,B,K,A,F,D,191,1
743169,S,E,G,B,K,A,F,D,160,1
743196,U,H,H,C,J,C,D,A,400,5
743232,R,E,G,B,I,A,F,D,180,1
743235,R,E,G,B,L,A,F,D,51,1
743280,R,C,E,C,Z,B,E,D,64,1
743343,R,D,D,D,D,C,E,C,139,1
743379,T,F,E,D,F,D,E,C,347,5
743385,T,F,E,D,F,D,E,C,273,5
743469,T,C,G,C,D,C,F,D,47,1
743493,T,C,E,D,E,C,F,D,215,2
743556,R,D,B,D,D,D,H,B,49,3
743613,T,D,E,D,C,D,E,D,227,3
743652,T,D,E,D,C,D,E,D,173,3
743667,T,D,E,D,C,D,E,D,251,3
743682,R,E,G,B,J,A,F,D,169,1
743697,R,K,E,C,G,B,F,A,99,2
743904,T,E,E,D,D,C,E,C,349,3
743958,R,K,E,D,C,D,F,D,51,4
743982,R,K,G,D,E,D,F,D,298,4
744069,R,A,F,C,F,C,E,C,161,3
744099,R,A,F,C,Z,C,E,C,158,2
744141,T,B,F,C,H,B,G,A,173,1
744147,T,B,F,C,H,B,G,A,178,1
744285,T,A,E,C,K,B,E,C,77,4
744321,T,D,G,C,F,C,H,A,233,1
744336,T,D,G,C,F,C,H,A,165,1
744360,T,D,G,C,F,C,H,A,148,1
744366,T,D,G,C,F,C,H,A,176,1
744375,T,D,G,C,F,C,H,A,466,1
744393,T,D,G,C,F,C,H,A,280,1
744648,T,D,H,B,L,A,E,D,130,4
744705,T,D,F,C,G,C,E,D,33,1
744729,T,D,F,C,G,C,E,D,54,1
744735,T,D,F,C,G,C,E,D,236,1
744783,T,D,F,C,G,C,E,D,266,1
744861,R,D,D,C,I,B,F,C,161,1
744882,R,E,D,C,F,B,E,C,71,3
744900,R,D,D,C,K,B,E,D,119,3
745026,R,G,E,C,F,B,E,D,42,3
745080,T,G,E,C,H,B,E,D,367,3
745116,R,G,E,C,I,B,E,D,196,3
745209,R,G,E,C,J,B,E,D,132,4
745242,R,B,E,C,N,A,H,G,55,3
745299,U,E,H,C,D,B,C,A,396,1
745362,U,E,H,C,J,B,C,A,261,3
745623,T,G,F,B,M,A,E,D,303,5
745665,NULL,H,E,B,L,A,E,D,254,2
745755,R,D,E,C,J,B,E,C,0,1
746031,R,H,C,B,N,A,E,C,103,3
746094,T,H,C,B,J,A,D,C,215,1
746796,R,C,G,C,L,D,E,C,55,5
746802,R,B,F,C,F,A,C,B,32,1
746808,R,B,F,C,F,A,C,B,17,1
746826,T,C,G,C,I,D,E,C,147,5
746838,T,C,G,C,I,D,E,C,144,5
746877,R,C,G,C,H,D,E,C,50,5
746913,T,F,E,B,M,C,E,C,323,5
746961,R,E,F,B,Z,C,E,D,8,4
746970,R,E,F,B,L,C,E,D,67,5
746976,R,E,F,B,J,C,E,D,35,4
747027,T,K,G,B,J,B,E,C,175,5
747063,T,K,G,B,J,B,E,C,116,5
747072,T,K,G,B,J,B,E,C,169,5
747093,R,K,E,A,M,A,H,H,41,5
747108,R,E,F,B,L,B,F,D,77,4
747159,T,F,D,B,K,C,E,C,88,5
747318,T,A,G,B,L,C,E,D,97,5
747333,R,B,C,C,L,D,H,G,31,5
747447,R,E,C,C,L,D,E,C,358,5
747486,R,G,C,B,I,B,F,D,30,5
747633,R,F,E,B,L,C,E,C,0,4
747639,R,NULL,NULL,NULL,Z,NULL,NULL,NULL,0,3
747720,U,H,F,B,L,C,D,A,147,5
747840,U,H,F,B,M,C,D,A,213,5
747900,U,H,F,B,N,C,D,A,131,5
747942,R,E,F,B,N,B,F,D,78,5
748173,T,H,F,B,O,B,E,D,248,5
748179,T,H,F,B,O,B,E,D,195,5
748188,NULL,H,F,B,P,B,E,D,152,5
748203,T,H,F,B,O,B,E,D,170,5
748227,NULL,H,F,B,P,B,E,D,75,5
748269,NULL,H,F,B,P,B,E,D,126,5
748311,R,H,F,B,O,B,E,D,111,5
748371,R,H,F,B,P,B,E,D,74,5
748389,R,H,F,B,P,B,E,D,50,5
748440,T,F,G,B,J,C,E,D,130,5
748479,T,F,G,B,J,C,E,D,7,5
748695,R,H,D,B,P,C,E,D,7,5
748839,T,F,G,B,O,B,E,D,109,5
748923,R,F,D,B,N,B,E,C,72,5
749082,R,G,F,B,O,B,F,E,141,5
749091,R,G,F,B,O,B,F,E,154,5
749163,R,D,F,A,Z,A,Z,Z,27,5
749190,R,G,F,B,N,B,F,E,94,5
749202,R,G,F,B,M,B,F,E,160,5
749211,U,F,H,C,G,B,D,A,396,1
749238,U,F,H,C,G,B,D,A,230,1
749253,U,NULL,NULL,NULL,G,NULL,NULL,NULL,0,1
749265,U,F,H,C,G,B,D,A,104,1
749271,U,F,H,C,G,B,D,A,185,1
749280,U,F,H,C,G,B,D,A,282,1
749286,U,F,H,C,G,B,D,A,156,1
749313,U,F,H,C,G,B,D,A,305,1
749325,U,F,H,C,G,B,D,A,417,1
749343,U,NULL,NULL,NULL,G,NULL,NULL,NULL,0,1
749352,U,F,H,C,G,B,D,A,413,1
749364,U,F,H,C,G,B,D,A,196,1
749373,NULL,F,H,C,J,B,D,A,302,1
749385,NULL,F,H,C,J,B,D,A,267,1
749388,NULL,F,H,C,J,B,D,A,242,1
749448,U,F,H,C,I,B,D,A,348,1
749493,U,F,H,C,I,B,D,A,317,1
749514,U,F,H,C,I,B,D,A,335,1
749541,T,A,G,C,I,B,F,A,362,1
749562,T,A,G,C,I,B,F,A,231,1
749583,R,K,B,C,J,NULL,E,C,0,2
749622,R,K,D,B,L,A,E,C,53,5
749646,T,D,F,C,K,B,E,D,109,3
749718,T,F,G,B,K,B,E,D,231,2
749790,R,B,E,C,H,B,E,C,74,1
749811,R,A,E,B,I,B,F,D,126,1
749823,R,A,F,C,I,B,E,C,81,1
749835,R,K,F,B,J,A,E,C,137,1
749847,R,K,F,B,J,A,E,C,159,1
749880,R,B,G,C,Z,B,E,D,32,1
749889,R,A,E,C,J,B,E,D,102,4
749901,R,A,F,C,M,B,E,C,120,2
749988,R,B,E,C,D,B,E,C,5,1
749994,R,B,G,C,I,B,E,D,110,2
750003,R,B,G,C,I,B,E,D,169,2
750009,R,B,G,C,I,B,E,D,126,2
750021,R,B,G,C,L,B,E,D,54,3
750063,T,A,F,B,I,A,E,D,270,1
750081,T,B,G,B,M,A,E,C,148,2
750087,T,B,G,B,M,A,E,C,153,2
750114,T,B,E,B,M,A,D,B,102,2
750129,T,B,E,B,M,A,D,B,140,2
750165,R,A,E,C,G,B,E,D,56,2
750207,T,B,H,C,J,B,E,D,250,4
750231,T,NULL,NULL,NULL,J,NULL,NULL,NULL,0,3
750246,T,B,H,C,J,B,E,D,485,4
750264,T,B,H,C,J,B,E,D,379,4
750312,T,B,H,C,J,B,E,D,413,4
750324,T,B,H,C,J,B,E,D,608,4
750330,T,B,H,C,J,B,E,D,474,4
750345,T,B,H,C,J,B,E,D,399,4
750459,T,A,H,C,I,B,E,D,403,1
750474,R,E,G,B,L,A,E,D,125,3
750498,R,A,H,C,L,B,E,D,177,2
750528,T,B,F,C,J,B,E,C,131,1
750543,T,B,F,C,J,B,E,C,249,1
750588,NULL,K,F,C,D,B,E,C,338,1
750597,R,K,E,C,E,B,E,C,0,1
750624,T,E,G,B,O,A,E,D,328,5
750627,T,E,G,B,O,A,E,D,161,5
750636,R,K,F,C,I,C,F,D,130,3
750672,T,E,G,C,H,B,E,D,384,1
750714,T,K,H,C,H,B,E,D,422,1
750735,T,K,H,C,H,B,E,D,406,1
750756,T,K,H,C,H,B,E,D,533,1
750768,NULL,NULL,NULL,NULL,Z,NULL,NULL,NULL,0,3
750774,T,E,G,B,M,A,E,D,123,4
750798,T,K,G,C,K,A,E,C,141,1
750804,R,A,H,C,I,B,E,D,129,2
750813,R,K,E,C,J,B,E,C,0,2
750828,R,A,H,C,J,B,E,D,117,2
750846,T,E,G,C,J,B,E,D,337,2
750888,T,E,G,C,I,B,E,D,195,1
750903,T,E,G,C,I,B,E,D,494,1
750909,T,NULL,NULL,NULL,I,NULL,NULL,NULL,0,2
750960,R,K,F,C,I,B,F,D,265,1
750969,S,D,H,B,J,A,E,D,207,1
750981,S,D,H,B,J,A,E,D,397,1
750987,S,D,H,B,J,A,E,D,179,1
750990,S,D,H,B,J,A,E,D,515,1
751029,S,D,H,B,J,A,E,D,274,1
751068,S,H,G,C,J,B,D,A,389,1
751083,S,D,H,B,J,A,E,D,170,1
751098,U,H,G,C,I,B,D,A,287,1
751104,U,H,G,C,I,B,D,A,265,1
751131,U,H,G,C,I,B,D,A,249,1
751137,U,H,G,C,I,B,D,A,415,1
751155,U,H,G,C,I,B,D,A,316,1
751173,U,H,G,C,I,B,D,A,192,1
751182,U,H,G,C,I,B,D,A,404,1
751191,U,H,G,C,L,B,D,A,255,2
751194,U,H,G,C,L,B,D,A,388,2
751197,U,H,G,C,L,B,D,A,220,2
751215,U,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
751221,U,H,G,C,L,B,D,A,66,2
751233,U,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
751242,U,H,G,C,L,B,D,A,230,2
751248,U,H,G,C,L,B,D,A,314,2
751269,S,D,H,B,K,A,E,D,200,1
751281,S,D,H,B,K,A,E,D,249,1
751344,R,K,E,C,C,B,F,D,57,2
751356,S,D,H,B,L,A,E,D,247,1
751374,R,K,K,C,L,B,Z,Z,0,4
751389,R,B,H,C,J,B,E,D,194,3
