,ID,State,Subscription_End_Date,Expiring_Dollars,Expiring_Students,Subscription_Status,Renewal_Date,Metro_Code,Apple_Mac_Code,PC_Code,Poverty_Level_Code,Avg_Household_Income,Title_1_Code,Software_budget_per_head,Training_Budget_Per_head,Lunch_Program_Eligible_Students,Affluence_Indicator,Avg_Sell_price,Renew_delay,Days_group
15318,139407,South Carolina,2015-09-30,1440,240,Renewed,2015-09-09,T,ZZ,ZZ,ZZ,D,ZZ,ZZ,ZZ,0.0,1.0,6.0,-21.0,4.0
15319,124188,North Carolina,2015-09-30,2100,350,Renewed,2015-09-16,R,C,H,D,B,C,H,D,270.0,1.0,6.0,-14.0,4.0
15320,124989,North Carolina,2015-09-30,1920,320,Renewed,2015-09-29,T,E,H,D,A,C,G,D,264.0,1.0,6.0,-1.0,4.0
15323,125430,North Carolina,2015-09-30,2490,415,Renewed,2015-09-14,R,A,H,D,E,C,Z,Z,363.0,1.0,6.0,-16.0,4.0
15324,124935,North Carolina,2015-09-30,3150,525,Renewed,2015-05-05,R,E,H,D,G,C,G,D,337.0,2.0,6.0,-148.0,2.0
15325,122382,North Carolina,2015-09-30,1650,275,Renewed,2015-09-11,R,A,H,D,E,C,Z,Z,284.0,1.0,6.0,-19.0,4.0
15327,98034,Virginia,2015-09-30,1656,276,Renewed,2015-10-01,R,G,F,C,E,C,E,C,225.0,2.0,6.0,1.0,5.0
15328,94650,Virginia,2015-09-30,4044,674,Renewed,2015-04-22,T,E,F,C,I,B,E,C,488.0,3.0,6.0,-161.0,1.0
15329,93342,Virginia,2015-09-30,1440,240,Renewed,2015-09-28,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,6.0,-2.0,4.0
15332,100989,West Virginia,2015-09-30,1440,240,Renewed,2015-09-28,U,G,I,C,P,C,G,E,0.0,5.0,6.0,-2.0,4.0
15333,100827,West Virginia,2015-09-30,1920,320,Renewed,2015-08-27,U,G,I,C,A,C,G,E,0.0,2.0,6.0,-34.0,3.0
15334,100773,West Virginia,2015-09-30,2148,358,Renewed,2015-05-27,T,E,H,C,G,B,H,D,0.0,3.0,6.0,-126.0,2.0
15335,100788,West Virginia,2015-09-30,2148,358,Renewed,2015-05-27,T,E,H,C,G,B,H,D,0.0,3.0,6.0,-126.0,2.0
15336,100878,West Virginia,2015-09-30,1530,255,Renewed,2015-09-08,U,G,I,C,L,C,G,E,0.0,5.0,6.0,-22.0,4.0
15337,100743,West Virginia,2015-09-30,2148,358,Renewed,2015-05-27,T,E,H,C,M,B,H,D,0.0,5.0,6.0,-126.0,2.0
15338,100704,West Virginia,2015-09-30,1656,276,Renewed,2015-08-03,R,G,I,C,L,C,G,E,0.0,5.0,6.0,-58.0,3.0
15339,100611,West Virginia,2015-09-30,1800,300,Renewed,2015-11-30,S,G,I,C,K,C,G,E,0.0,5.0,6.0,61.0,6.0
15340,97215,Virginia,2015-09-30,1740,290,Renewed,2015-08-10,U,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,3.0,6.0,-51.0,3.0
15341,95733,Virginia,2015-09-30,1740,290,Renewed,2015-06-01,T,B,F,B,N,A,G,E,118.0,5.0,6.0,-121.0,2.0
15342,100446,West Virginia,2015-09-30,1440,240,Renewed,2015-09-22,S,G,I,C,H,C,G,E,0.0,4.0,6.0,-8.0,4.0
15343,100647,West Virginia,2015-09-30,1800,300,Renewed,2015-08-20,S,G,I,C,J,C,G,E,0.0,4.0,6.0,-41.0,3.0
15345,100740,West Virginia,2015-09-30,2148,358,Renewed,2015-05-27,R,E,H,C,H,B,H,D,0.0,3.0,6.0,-126.0,2.0
15346,100746,West Virginia,2015-09-30,2148,358,Renewed,2015-05-27,R,E,H,C,G,B,H,D,0.0,3.0,6.0,-126.0,2.0
15347,101586,West Virginia,2015-09-30,1440,240,Renewed,2015-09-14,U,ZZ,ZZ,ZZ,G,ZZ,ZZ,ZZ,0.0,2.0,6.0,-16.0,4.0
15348,101250,West Virginia,2015-09-30,1440,240,Renewed,2015-12-02,R,C,H,C,A,C,G,D,0.0,1.0,6.0,63.0,6.0
15349,100551,West Virginia,2015-09-30,1440,240,Renewed,2015-09-28,S,G,I,C,J,C,G,E,0.0,4.0,6.0,-2.0,4.0
15350,102930,West Virginia,2015-09-30,2148,358,Renewed,2015-05-27,T,E,H,C,H,B,H,D,0.0,3.0,6.0,-126.0,2.0
15351,102939,West Virginia,2015-09-30,2148,358,Renewed,2015-05-27,T,E,H,C,G,B,H,D,0.0,3.0,6.0,-126.0,2.0
15352,100944,West Virginia,2015-09-30,1800,300,Renewed,2015-09-29,U,G,I,C,E,C,G,E,0.0,3.0,6.0,-1.0,4.0
15353,101007,West Virginia,2015-09-30,3600,600,Renewed,2015-09-22,R,G,I,C,J,C,G,E,320.0,5.0,6.0,-8.0,4.0
15354,100830,West Virginia,2015-09-30,1440,240,Renewed,2015-09-14,U,G,I,C,H,C,G,E,0.0,5.0,6.0,-16.0,4.0
15355,100872,West Virginia,2015-09-30,1440,240,Renewed,2015-09-21,S,G,I,C,L,C,G,E,0.0,5.0,6.0,-9.0,4.0
15356,100776,West Virginia,2015-09-30,2172,362,Renewed,2015-05-27,T,E,H,C,G,B,H,D,0.0,3.0,6.0,-126.0,2.0
15357,100791,West Virginia,2015-09-30,2148,358,Renewed,2015-05-27,R,E,H,C,F,B,H,D,0.0,3.0,6.0,-126.0,2.0
15358,100968,West Virginia,2015-09-30,3780,630,Renewed,2015-09-22,S,G,I,C,L,C,G,E,0.0,5.0,6.0,-8.0,4.0
15359,102882,West Virginia,2015-09-30,2100,350,Renewed,2015-05-19,R,B,G,C,F,B,E,C,0.0,2.0,6.0,-134.0,2.0
15360,102936,West Virginia,2015-09-30,2148,358,Renewed,2015-05-27,T,E,H,C,H,B,H,D,191.0,3.0,6.0,-126.0,2.0
15361,102951,West Virginia,2015-09-30,2148,358,Renewed,2015-05-27,T,E,H,C,H,B,H,D,0.0,3.0,6.0,-126.0,2.0
15362,103020,West Virginia,2015-09-30,1440,240,Renewed,2015-05-19,R,B,G,C,I,B,E,C,0.0,4.0,6.0,-134.0,2.0
15363,101487,West Virginia,2015-09-30,1440,240,Renewed,2015-12-02,R,C,H,C,B,C,G,D,0.0,1.0,6.0,63.0,6.0
15364,101595,West Virginia,2015-09-30,1650,275,Renewed,2015-08-11,U,C,H,C,G,C,G,D,124.0,2.0,6.0,-50.0,3.0
15365,100851,West Virginia,2015-09-30,3420,570,Renewed,2012-05-29,U,G,I,C,H,C,G,E,0.0,5.0,6.0,-1219.0,11.0
15366,100887,West Virginia,2015-09-30,1440,240,Renewed,2015-10-20,U,G,I,C,L,C,G,E,0.0,5.0,6.0,20.0,5.0
15367,100914,West Virginia,2015-09-30,1440,240,Renewed,2015-09-30,S,G,I,C,G,C,G,E,0.0,3.0,6.0,0.0,5.0
15368,151479,Georgia,2015-09-30,2040,340,Renewed,2015-08-12,R,D,H,C,J,B,G,E,235.0,2.0,6.0,-49.0,3.0
15369,155868,Georgia,2015-09-30,3000,500,Renewed,2015-09-28,S,H,J,C,P,C,G,E,286.0,5.0,6.0,-2.0,4.0
15370,156156,Georgia,2015-09-30,2700,450,Renewed,2015-11-06,S,I,J,C,E,B,G,E,496.0,1.0,6.0,37.0,6.0
15371,156207,Georgia,2015-09-30,1800,300,Renewed,2015-11-04,S,I,J,C,E,B,G,E,454.0,1.0,6.0,35.0,6.0
15372,166065,Georgia,2015-09-30,1500,250,Renewed,2015-08-12,U,E,I,D,A,D,G,E,305.0,2.0,6.0,-49.0,3.0
15373,157326,Georgia,2015-09-30,1440,240,Renewed,2015-09-18,ZZ,ZZ,ZZ,ZZ,Z,ZZ,ZZ,ZZ,0.0,1.0,6.0,-12.0,4.0
15374,156411,Georgia,2015-09-30,4200,700,Renewed,2015-10-08,S,I,J,C,I,B,G,E,666.0,2.0,6.0,8.0,5.0
15375,156216,Georgia,2015-09-30,6300,1050,Renewed,2016-02-01,S,I,J,C,E,B,G,E,1011.0,1.0,6.0,124.0,8.0
15376,156675,Georgia,2015-09-30,1950,325,Renewed,2015-09-01,ZZ,ZZ,ZZ,ZZ,Z,ZZ,ZZ,ZZ,0.0,1.0,6.0,-29.0,4.0
15377,156255,Georgia,2015-09-30,3300,550,Renewed,2015-08-10,S,H,J,C,N,C,G,E,359.0,4.0,6.0,-51.0,3.0
15378,155730,Georgia,2015-09-30,3600,600,Renewed,2015-09-30,U,I,J,C,H,B,G,E,454.0,2.0,6.0,0.0,5.0
15379,155943,Georgia,2015-09-30,3810,635,Renewed,2015-12-07,S,H,J,C,F,C,G,E,704.0,2.0,6.0,68.0,6.0
15380,156000,Georgia,2015-09-30,2700,450,Renewed,2015-12-14,S,H,J,C,K,C,G,E,312.0,3.0,6.0,75.0,6.0
15381,161184,Georgia,2015-09-30,1800,300,Renewed,2015-08-20,R,K,G,D,F,C,G,D,247.0,1.0,6.0,-41.0,3.0
15382,162276,Georgia,2015-09-30,1440,240,Renewed,2015-09-21,R,ZZ,ZZ,ZZ,B,ZZ,ZZ,ZZ,0.0,1.0,6.0,-9.0,4.0
15383,155973,Georgia,2015-09-30,3000,500,Renewed,2015-12-07,S,H,J,C,F,C,G,E,1021.0,2.0,6.0,68.0,6.0
15384,156012,Georgia,2015-09-30,5046,841,Renewed,2015-12-21,S,H,J,C,K,C,G,E,1014.0,3.0,6.0,82.0,6.0
15385,156219,Georgia,2015-09-30,2724,454,Renewed,2016-02-17,S,I,J,C,E,B,G,E,470.0,1.0,6.0,140.0,8.0
15386,152739,Georgia,2015-09-30,3660,610,Renewed,2015-10-13,S,H,I,D,G,C,G,E,580.0,2.0,6.0,13.0,5.0
15387,149385,Georgia,2015-09-30,3090,515,Renewed,2015-07-20,T,D,F,D,I,B,G,E,221.0,1.0,6.0,-72.0,3.0
15388,147618,Georgia,2015-09-30,7200,1200,Renewed,2015-09-17,U,D,H,C,O,B,Z,Z,916.0,5.0,6.0,-13.0,4.0
15389,151008,Georgia,2015-09-30,1440,240,Renewed,2015-09-11,U,C,G,D,E,C,G,D,247.0,2.0,6.0,-19.0,4.0
15391,146424,Georgia,2015-09-30,2700,450,Renewed,2015-12-14,S,H,J,C,D,C,G,E,422.0,2.0,6.0,75.0,6.0
15392,146544,Georgia,2015-09-30,2292,382,Renewed,2015-12-21,S,H,J,C,J,C,G,E,415.0,3.0,6.0,82.0,6.0
15393,148023,Georgia,2015-09-30,3300,550,Renewed,2015-10-13,S,H,J,C,O,B,G,E,274.0,3.0,6.0,13.0,5.0
15394,147951,Georgia,2015-09-30,2400,400,Renewed,2015-09-17,U,D,H,C,O,B,Z,Z,234.0,5.0,6.0,-13.0,4.0
15395,147729,Georgia,2015-09-30,5100,850,Renewed,2015-09-17,S,D,H,C,P,B,Z,Z,672.0,5.0,6.0,-13.0,4.0
15396,151569,Georgia,2015-09-30,6150,1025,Renewed,2015-09-14,S,D,I,B,O,A,G,E,524.0,2.0,6.0,-16.0,4.0
15398,134640,South Carolina,2015-09-30,3300,550,Renewed,2015-09-23,S,D,H,D,K,C,G,D,224.0,2.0,6.0,-7.0,4.0
15399,141945,South Carolina,2015-09-30,1440,240,Renewed,2015-09-28,T,ZZ,ZZ,ZZ,I,ZZ,ZZ,ZZ,0.0,2.0,6.0,-2.0,4.0
15400,136527,South Carolina,2015-09-30,1440,240,Renewed,2015-10-12,U,ZZ,ZZ,ZZ,M,ZZ,ZZ,ZZ,0.0,3.0,6.0,12.0,5.0
15402,143037,South Carolina,2015-09-30,1440,240,Renewed,2015-09-30,R,E,H,C,E,B,G,D,306.0,1.0,6.0,0.0,5.0
15403,142632,South Carolina,2015-09-30,2100,350,Renewed,2015-09-30,T,E,H,C,E,B,G,D,353.0,1.0,6.0,0.0,5.0
15404,143994,South Carolina,2015-09-30,3900,650,Renewed,2015-09-08,R,A,G,C,J,B,H,G,402.0,1.0,6.0,-22.0,4.0
15405,143430,South Carolina,2015-09-30,1440,240,Renewed,2015-09-29,T,E,H,C,E,B,G,D,340.0,1.0,6.0,-1.0,4.0
15406,145704,Georgia,2015-09-30,3750,625,Renewed,2015-09-17,S,D,H,C,H,B,Z,Z,573.0,2.0,6.0,-13.0,4.0
15407,146616,Georgia,2015-09-30,3900,650,Renewed,2015-12-14,S,H,J,C,J,C,G,E,484.0,3.0,6.0,75.0,6.0
15408,146025,Georgia,2015-09-30,5400,900,Renewed,2015-12-21,S,H,J,C,C,C,G,E,785.0,1.0,6.0,82.0,6.0
15410,134337,South Carolina,2015-09-30,2196,366,Renewed,2015-08-21,S,F,I,B,J,B,G,E,290.0,4.0,6.0,-40.0,3.0
15411,135783,South Carolina,2015-09-30,2010,335,Renewed,2015-06-25,T,C,G,C,C,C,G,D,342.0,2.0,6.0,-97.0,2.0
15412,147966,Georgia,2015-09-30,3300,550,Renewed,2015-09-17,U,D,H,C,O,B,Z,Z,84.0,5.0,6.0,-13.0,4.0
15413,148995,Georgia,2015-09-30,3000,500,Renewed,2015-09-21,S,H,J,C,O,C,G,E,362.0,5.0,6.0,-9.0,4.0
15414,146415,Georgia,2015-09-30,2160,360,Renewed,2016-01-11,S,H,J,C,D,C,G,E,346.0,2.0,6.0,103.0,7.0
15415,146529,Georgia,2015-09-30,1800,300,Renewed,2016-02-08,S,H,J,C,M,C,G,E,396.0,4.0,6.0,131.0,8.0
15416,147564,Georgia,2015-09-30,3300,550,Renewed,2015-09-17,ZZ,D,H,C,E,B,Z,Z,585.0,1.0,6.0,-13.0,4.0
15417,147636,Georgia,2015-09-30,2700,450,Renewed,2015-09-17,U,D,H,C,O,B,Z,Z,395.0,5.0,6.0,-13.0,4.0
15418,147825,Georgia,2015-09-30,3000,500,Renewed,2015-08-17,S,H,J,C,P,B,G,E,64.0,3.0,6.0,-44.0,3.0
15420,147405,Georgia,2015-09-30,3600,600,Renewed,2015-12-07,S,H,J,C,I,C,G,E,591.0,2.0,6.0,68.0,6.0
15421,146040,Georgia,2015-09-30,5400,900,Renewed,2015-12-07,S,H,J,C,C,C,G,E,1051.0,1.0,6.0,68.0,6.0
15422,134619,South Carolina,2015-09-30,3000,500,Renewed,2015-09-11,U,D,H,D,A,C,G,D,712.0,1.0,6.0,-19.0,4.0
15423,147414,Georgia,2015-09-30,3000,500,Renewed,2015-12-14,S,H,J,C,I,C,G,E,430.0,2.0,6.0,75.0,6.0
15424,134319,South Carolina,2015-09-30,4500,750,Renewed,2015-09-22,S,F,I,B,M,B,G,E,377.0,5.0,6.0,-8.0,4.0
15425,148203,Georgia,2015-09-30,5400,900,Renewed,2015-09-15,S,H,J,C,Q,B,G,E,37.0,4.0,6.0,-15.0,4.0
15426,132987,South Carolina,2015-09-30,2400,400,Renewed,2015-10-30,U,D,H,D,J,C,D,B,291.0,3.0,6.0,30.0,5.0
15427,132549,South Carolina,2015-09-30,1440,240,Renewed,2015-10-15,R,D,H,D,D,C,D,B,167.0,1.0,6.0,15.0,5.0
15428,143025,South Carolina,2015-09-30,1440,240,Renewed,2015-09-30,R,E,H,C,E,B,G,D,112.0,1.0,6.0,0.0,5.0
15430,145737,Georgia,2015-09-30,2850,475,Renewed,2015-09-21,R,E,H,C,M,B,G,E,315.0,2.0,6.0,-9.0,4.0
15433,168294,Georgia,2015-09-30,4500,750,Renewed,2015-09-21,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,6.0,-9.0,4.0
15434,168378,Georgia,2015-09-30,2850,475,Renewed,2015-10-09,ZZ,F,I,C,K,C,G,E,360.0,2.0,6.0,9.0,5.0
15435,168141,Georgia,2015-09-30,3600,600,Renewed,2015-09-23,U,F,I,C,I,C,G,E,528.0,2.0,6.0,-7.0,4.0
15436,177864,Florida,2015-09-30,2736,456,Renewed,2015-08-26,ZZ,H,I,C,F,C,G,E,185.0,1.0,6.0,-35.0,3.0
15437,172299,Georgia,2015-09-30,1440,240,Renewed,2015-10-12,R,E,H,D,E,C,G,D,281.0,1.0,6.0,12.0,5.0
15438,172386,Georgia,2015-09-30,4020,670,Renewed,2015-07-28,T,C,G,B,M,A,G,D,299.0,2.0,6.0,-64.0,3.0
15439,187239,Florida,2015-09-30,2880,480,Renewed,2015-09-30,R,H,I,C,J,B,G,E,337.0,1.0,6.0,0.0,5.0
15440,187269,Florida,2015-09-30,3678,613,Renewed,2015-09-30,S,H,I,C,C,B,G,E,517.0,1.0,6.0,0.0,5.0
15441,187743,Florida,2015-09-30,3900,650,Renewed,2015-09-30,S,H,I,C,J,B,G,E,581.0,2.0,6.0,0.0,5.0
15442,186396,Florida,2015-09-30,4800,800,Renewed,2015-08-13,S,H,J,B,J,B,G,E,533.0,2.0,6.0,-48.0,3.0
15443,184779,Florida,2015-09-30,3750,625,Renewed,2015-09-11,S,E,I,C,J,B,G,E,457.0,2.0,6.0,-19.0,4.0
15444,185232,Florida,2015-09-30,2940,490,Renewed,2015-09-30,U,H,I,C,A,C,G,E,327.0,1.0,6.0,0.0,5.0
15446,185454,Florida,2015-09-30,1920,320,Renewed,2015-10-19,S,H,I,C,E,C,G,E,558.0,1.0,6.0,19.0,5.0
15447,185658,Florida,2015-09-30,1998,333,Renewed,2015-08-26,ZZ,H,I,C,F,C,G,E,175.0,1.0,6.0,-35.0,3.0
15448,184812,Florida,2015-09-30,5100,850,Renewed,2015-09-21,S,E,I,C,J,B,G,E,398.0,2.0,6.0,-9.0,4.0
15449,185319,Florida,2015-09-30,3000,500,Renewed,2015-09-30,U,H,I,C,L,C,G,E,379.0,4.0,6.0,0.0,5.0
15450,186426,Florida,2015-09-30,1440,240,Renewed,2015-06-22,S,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,3.0,6.0,-100.0,2.0
15451,185469,Florida,2015-09-30,3300,550,Renewed,2015-09-30,S,H,I,C,E,C,G,E,300.0,1.0,6.0,0.0,5.0
15452,185631,Florida,2015-09-30,2400,400,Renewed,2015-09-30,R,H,I,C,K,C,G,E,233.0,4.0,6.0,0.0,5.0
15453,187284,Florida,2015-09-30,3456,576,Renewed,2015-09-30,S,H,I,C,C,B,G,E,381.0,1.0,6.0,0.0,5.0
15454,187185,Florida,2015-09-30,6000,1000,Renewed,2015-09-30,R,H,I,C,J,B,G,E,603.0,1.0,6.0,0.0,5.0
15455,177873,Florida,2015-09-30,2928,488,Renewed,2015-08-26,R,H,I,C,I,C,G,E,178.0,1.0,6.0,-35.0,3.0
15456,176913,Florida,2015-09-30,4662,777,Renewed,2015-08-26,R,H,I,C,D,C,G,E,653.0,1.0,6.0,-35.0,3.0
15457,177375,Florida,2015-09-30,6006,1001,Renewed,2015-08-26,R,H,I,C,C,C,G,E,569.0,1.0,6.0,-35.0,3.0
15458,168270,Georgia,2015-09-30,5400,900,Renewed,2015-05-26,S,F,I,C,O,C,G,E,280.0,4.0,6.0,-127.0,2.0
15459,171861,Georgia,2015-09-30,3300,550,Renewed,2015-08-12,R,K,G,D,C,D,E,C,582.0,1.0,6.0,-49.0,3.0
15460,171894,Georgia,2015-09-30,2460,410,Renewed,2015-08-12,R,K,G,D,C,D,E,C,358.0,1.0,6.0,-49.0,3.0
15461,156093,Georgia,2015-09-30,3000,500,Renewed,2015-09-24,U,I,J,C,O,B,G,E,533.0,5.0,6.0,-6.0,4.0
15462,154086,Georgia,2015-09-30,2490,415,Renewed,2015-11-02,S,H,I,D,J,C,G,E,582.0,3.0,6.0,33.0,6.0
15463,166086,Georgia,2015-09-30,2160,360,Renewed,2015-08-06,ZZ,E,I,D,B,D,G,E,418.0,3.0,6.0,-55.0,3.0
15464,166257,Georgia,2015-09-30,2430,405,Renewed,2015-11-13,U,E,I,D,A,D,G,E,416.0,2.0,6.0,44.0,6.0
15465,148827,Georgia,2015-09-30,3300,550,Renewed,2015-12-07,S,H,J,C,G,C,G,E,505.0,1.0,6.0,68.0,6.0
15466,170787,Georgia,2015-09-30,1440,240,Renewed,2015-08-12,U,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,1.0,6.0,-49.0,3.0
15467,166494,Georgia,2015-09-30,3150,525,Renewed,2015-09-30,S,E,I,D,L,D,G,E,358.0,5.0,6.0,0.0,5.0
15468,165162,Georgia,2015-09-30,1680,280,Renewed,2015-07-14,R,ZZ,ZZ,ZZ,H,ZZ,ZZ,ZZ,0.0,2.0,6.0,-78.0,3.0
15469,156531,Georgia,2015-09-30,4500,750,Renewed,2015-12-07,S,H,J,C,J,C,G,E,823.0,3.0,6.0,68.0,6.0
15470,167679,Georgia,2015-09-30,3450,575,Renewed,2015-09-21,U,F,I,C,C,C,G,E,553.0,1.0,6.0,-9.0,4.0
15471,167922,Georgia,2015-09-30,2700,450,Renewed,2016-01-20,U,F,I,C,H,C,G,E,355.0,1.0,6.0,112.0,7.0
15472,168072,Georgia,2015-09-30,3750,625,Renewed,2015-09-28,U,F,I,C,I,C,G,E,613.0,2.0,6.0,-2.0,4.0
15473,166482,Georgia,2015-09-30,2820,470,Renewed,2015-10-06,S,E,I,D,L,D,G,E,330.0,5.0,6.0,6.0,5.0
15474,166299,Georgia,2015-09-30,2400,400,Renewed,2015-09-14,U,E,I,D,A,D,G,E,454.0,2.0,6.0,-16.0,4.0
15475,161229,Georgia,2015-09-30,4740,790,Renewed,2015-10-01,S,E,H,C,L,B,G,D,430.0,2.0,6.0,1.0,5.0
15476,161349,Georgia,2015-09-30,1740,290,Renewed,2015-10-13,S,E,H,C,E,B,G,D,306.0,1.0,6.0,13.0,5.0
15478,234975,Alabama,2015-09-30,2250,375,Renewed,2015-08-19,U,C,G,C,Z,B,G,D,284.0,2.0,6.0,-42.0,3.0
15479,233544,Alabama,2015-09-30,6000,1000,Renewed,2015-12-02,T,C,H,C,I,B,G,E,540.0,3.0,6.0,63.0,6.0
15480,236976,Alabama,2015-09-30,1650,275,Renewed,2015-04-24,R,K,F,C,Z,B,G,D,221.0,1.0,6.0,-159.0,1.0
15482,236565,Alabama,2015-09-30,1560,260,Renewed,2015-04-24,R,K,F,C,G,B,G,D,218.0,1.0,6.0,-159.0,1.0
15483,236676,Alabama,2015-09-30,2514,419,Renewed,2015-04-24,R,K,F,C,G,B,G,D,324.0,1.0,6.0,-159.0,1.0
15484,232314,Alabama,2015-09-30,1680,280,Renewed,2015-09-28,R,E,E,D,B,D,E,C,226.0,3.0,6.0,-2.0,4.0
15485,232956,Alabama,2015-09-30,7500,1250,Renewed,2015-12-02,S,C,H,C,J,B,G,E,795.0,3.0,6.0,63.0,6.0
15486,231108,Alabama,2015-09-30,10686,1781,Renewed,2015-11-05,T,C,G,D,C,C,G,D,590.0,1.0,6.0,36.0,6.0
15487,226800,Alabama,2015-09-30,1590,265,Renewed,2015-10-23,R,D,F,C,F,B,G,D,182.0,2.0,6.0,23.0,5.0
15491,234609,Alabama,2015-09-30,3420,570,Renewed,2015-08-19,U,C,G,C,H,B,G,D,368.0,3.0,6.0,-42.0,3.0
15492,237126,Alabama,2015-09-30,2292,382,Renewed,2015-04-24,R,K,F,C,D,B,G,D,182.0,1.0,6.0,-159.0,1.0
15493,236856,Alabama,2015-09-30,1440,240,Renewed,2015-04-24,R,K,F,C,B,B,G,D,149.0,1.0,6.0,-159.0,1.0
15494,235317,Alabama,2015-09-30,2100,350,Renewed,2015-10-13,T,K,F,D,D,C,E,C,302.0,2.0,6.0,13.0,5.0
15496,232659,Alabama,2015-09-30,3600,600,Renewed,2015-10-01,T,C,G,D,C,D,G,D,493.0,2.0,6.0,1.0,5.0
15497,227568,Alabama,2015-09-30,1440,240,Renewed,2015-09-23,U,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,3.0,6.0,-7.0,4.0
15498,228708,Alabama,2015-09-30,1440,240,Renewed,2015-09-16,T,D,G,C,F,B,H,E,466.0,1.0,6.0,-14.0,4.0
15500,227223,Alabama,2015-09-30,3948,658,Renewed,2015-08-27,R,D,H,C,F,C,G,D,367.0,1.0,6.0,-34.0,3.0
15503,226575,Alabama,2015-09-30,1662,277,Renewed,2015-08-27,R,D,H,C,C,C,G,D,150.0,1.0,6.0,-34.0,3.0
15504,232983,Alabama,2015-09-30,3900,650,Renewed,2015-12-02,S,C,H,C,I,B,G,E,394.0,2.0,6.0,63.0,6.0
15505,232881,Alabama,2015-09-30,1620,270,Renewed,2015-09-28,R,E,E,D,B,D,E,C,251.0,3.0,6.0,-2.0,4.0
15506,232398,Alabama,2015-09-30,3660,610,Renewed,2015-12-02,R,C,H,C,K,B,G,E,364.0,3.0,6.0,63.0,6.0
15507,229083,Alabama,2015-09-30,1440,240,Renewed,2016-02-10,R,D,G,C,G,B,H,E,178.0,2.0,6.0,133.0,8.0
15509,236991,Alabama,2015-09-30,1806,301,Renewed,2015-10-01,R,C,G,D,B,D,G,D,247.0,2.0,6.0,1.0,5.0
15510,236589,Alabama,2015-09-30,2316,386,Renewed,2015-04-24,T,K,F,C,E,B,G,D,283.0,1.0,6.0,-159.0,1.0
15511,234600,Alabama,2015-09-30,2250,375,Renewed,2015-08-19,U,C,G,C,A,B,G,D,272.0,1.0,6.0,-42.0,3.0
15512,234675,Alabama,2015-09-30,3300,550,Renewed,2015-08-19,U,C,G,C,H,B,G,D,436.0,3.0,6.0,-42.0,3.0
15513,235296,Alabama,2015-09-30,3300,550,Renewed,2015-10-13,T,K,F,D,D,C,E,C,353.0,2.0,6.0,13.0,5.0
15514,236199,Alabama,2015-09-30,2460,410,Renewed,2015-10-22,R,D,F,D,D,C,H,E,281.0,2.0,6.0,22.0,5.0
15515,226860,Alabama,2015-09-30,2004,334,Renewed,2015-08-27,R,D,H,C,B,C,G,D,186.0,1.0,6.0,-34.0,3.0
15516,227187,Alabama,2015-09-30,3204,534,Renewed,2015-08-27,R,D,H,C,C,C,G,D,327.0,1.0,6.0,-34.0,3.0
15517,226008,Alabama,2015-09-30,2160,360,Renewed,2015-09-18,R,E,H,D,A,C,G,D,328.0,2.0,6.0,-12.0,4.0
15518,226533,Alabama,2015-09-30,1860,310,Renewed,2015-09-18,R,E,H,D,C,C,G,D,238.0,2.0,6.0,-12.0,4.0
15519,226569,Alabama,2015-09-30,3474,579,Renewed,2015-08-27,R,D,H,C,F,C,G,D,383.0,2.0,6.0,-34.0,3.0
15520,226581,Alabama,2015-09-30,3240,540,Renewed,2015-08-27,R,D,H,C,C,C,G,D,316.0,1.0,6.0,-34.0,3.0
15521,221424,Alabama,2015-09-30,1440,240,Renewed,2015-07-13,T,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,1.0,6.0,-79.0,3.0
15523,216201,Florida,2015-09-30,5070,845,Renewed,2015-08-26,U,H,I,C,H,C,G,E,69.0,1.0,6.0,-35.0,3.0
15524,216291,Florida,2015-09-30,6918,1153,Renewed,2015-08-26,U,H,I,C,A,C,G,E,667.0,1.0,6.0,-35.0,3.0
15525,216522,Florida,2015-09-30,4566,761,Renewed,2015-08-26,ZZ,H,I,C,I,C,G,E,361.0,2.0,6.0,-35.0,3.0
15526,221175,Alabama,2015-09-30,4470,745,Renewed,2015-09-23,R,E,G,D,F,C,G,D,461.0,2.0,6.0,-7.0,4.0
15527,222060,Alabama,2015-09-30,1800,300,Renewed,2015-10-16,S,E,D,C,K,B,G,D,372.0,3.0,6.0,16.0,5.0
15528,226524,Alabama,2015-09-30,1650,275,Renewed,2015-09-18,R,E,H,D,C,C,G,D,285.0,2.0,6.0,-12.0,4.0
15529,224385,Alabama,2015-09-30,1440,240,Renewed,2015-08-13,S,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,4.0,6.0,-48.0,3.0
15530,225975,Alabama,2015-09-30,1848,308,Renewed,2015-09-18,R,E,H,D,A,C,G,D,264.0,2.0,6.0,-12.0,4.0
